"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
86	"0"	"27389"	"26141_1_237.32"	"*"	"26141_1_237"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
87	"0"	"27358"	"28099_1_293.29"	"*"	"28099_1_293"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
87	"1"	"16719"	"28099_1_305.37"	"100.00"	"28099_1_305"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
87	"2"	"16698"	"28099_2_287.32"	"100.00"	"28099_2_287"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
88	"0"	"23343"	"28099_1_270.28"	"100.00"	"28099_1_270"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
88	"1"	"12831"	"28099_1_274.36"	"99.44"	"28099_1_274"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
88	"2"	"26540"	"28099_1_83.26"	"*"	"28099_1_83"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
88	"3"	"26540"	"28099_2_198.32"	"100.00"	"28099_2_198"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
89	"0"	"26227"	"34154_7_89.19"	"*"	"34154_7_89"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"0"	"25076"	"28099_1_63.33"	"*"	"28099_1_63"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"1"	"14591"	"34154_7_105.53"	"99.72"	"34154_7_105"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"2"	"11359"	"34154_7_172.22"	"99.51"	"34154_7_172"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"3"	"12044"	"34154_7_25.30"	"99.48"	"34154_7_25"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"4"	"11072"	"34154_7_291.22"	"99.98"	"34154_7_291"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"5"	"14443"	"34154_7_331.21"	"100.00"	"34154_7_331"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"6"	"11359"	"34154_7_353.28"	"99.51"	"34154_7_353"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"7"	"13519"	"34154_7_359.20"	"99.99"	"34154_7_359"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"8"	"14443"	"34154_7_375.31"	"100.00"	"34154_7_375"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"9"	"14623"	"34154_7_83.21"	"99.71"	"34154_7_83"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"10"	"14443"	"34154_7_88.35"	"100.00"	"34154_7_88"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
90	"11"	"14574"	"34154_7_90.23"	"99.99"	"34154_7_90"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
91	"0"	"23963"	"28099_1_241.49"	"*"	"28099_1_241"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
92	"0"	"23069"	"34154_7_274.25"	"*"	"34154_7_274"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"0"	"13552"	"28099_1_222.31"	"99.62"	"28099_1_222"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"1"	"12340"	"34154_7_104.34"	"100.00"	"34154_7_104"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"2"	"11103"	"34154_7_144.44"	"100.00"	"34154_7_144"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"3"	"11121"	"34154_7_202.54"	"100.00"	"34154_7_202"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"4"	"11103"	"34154_7_254.18"	"99.98"	"34154_7_254"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"5"	"11103"	"34154_7_26.31"	"100.00"	"34154_7_26"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"6"	"11103"	"34154_7_268.30"	"100.00"	"34154_7_268"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"7"	"10978"	"34154_7_271.30"	"100.00"	"34154_7_271"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"8"	"14217"	"34154_7_276.17"	"100.00"	"34154_7_276"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"9"	"11103"	"34154_7_299.48"	"100.00"	"34154_7_299"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"10"	"12319"	"34154_7_303.17"	"99.98"	"34154_7_303"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"11"	"22904"	"34154_7_304.14"	"*"	"34154_7_304"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
93	"12"	"12117"	"34154_7_8.53"	"99.52"	"34154_7_8"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
94	"0"	"22372"	"34154_7_160.26"	"*"	"34154_7_160"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
94	"1"	"15237"	"34154_7_179.49"	"95.04"	"34154_7_179"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
95	"0"	"22219"	"34154_7_176.25"	"*"	"34154_7_176"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
96	"0"	"9195"	"26141_1_263.40"	"100.00"	"26141_1_263"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
96	"1"	"9195"	"26141_1_265.45"	"100.00"	"26141_1_265"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
96	"2"	"22182"	"34154_7_345.41"	"*"	"34154_7_345"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
97	"0"	"21565"	"34154_7_44.40"	"*"	"34154_7_44"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
98	"0"	"17091"	"34154_7_152.26"	"100.00"	"34154_7_152"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
98	"1"	"17117"	"34154_7_178.24"	"100.00"	"34154_7_178"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
98	"2"	"21318"	"34154_7_42.23"	"*"	"34154_7_42"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
98	"3"	"14965"	"34154_7_84.40"	"99.56"	"34154_7_84"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"0"	"11378"	"26141_1_290.60"	"100.00"	"26141_1_290"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"1"	"20928"	"28099_1_189.29"	"*"	"28099_1_189"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"2"	"11139"	"34154_7_174.46"	"100.00"	"34154_7_174"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"3"	"11180"	"34154_7_185.35"	"99.99"	"34154_7_185"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"4"	"11144"	"34154_7_20.40"	"100.00"	"34154_7_20"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"5"	"11721"	"34154_7_216.18"	"96.89"	"34154_7_216"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"6"	"12937"	"34154_7_218.23"	"97.19"	"34154_7_218"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"7"	"9042"	"34154_7_227.28"	"100.00"	"34154_7_227"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"8"	"11721"	"34154_7_234.25"	"96.89"	"34154_7_234"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"9"	"8817"	"34154_7_239.38"	"100.00"	"34154_7_239"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"10"	"11722"	"34154_7_255.27"	"96.89"	"34154_7_255"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"11"	"11121"	"34154_7_283.27"	"100.00"	"34154_7_283"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"12"	"11721"	"34154_7_289.22"	"96.89"	"34154_7_289"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"13"	"11112"	"34154_7_307.51"	"100.00"	"34154_7_307"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"14"	"11164"	"34154_7_32.21"	"99.99"	"34154_7_32"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"15"	"11721"	"34154_7_332.18"	"96.89"	"34154_7_332"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"16"	"11721"	"34154_7_352.28"	"96.89"	"34154_7_352"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"17"	"11721"	"34154_7_36.24"	"96.89"	"34154_7_36"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"18"	"9042"	"34154_7_39.19"	"100.00"	"34154_7_39"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"19"	"11178"	"34154_7_40.39"	"99.99"	"34154_7_40"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
99	"20"	"8720"	"34154_7_5.22"	"99.23"	"34154_7_5"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"0"	"17432"	"26141_1_160.37"	"99.99"	"26141_1_160"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"1"	"16954"	"26141_1_194.39"	"99.99"	"26141_1_194"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"2"	"17509"	"26141_1_197.40"	"99.99"	"26141_1_197"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"3"	"9747"	"26141_1_224.53"	"100.00"	"26141_1_224"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"4"	"9946"	"26141_1_271.48"	"100.00"	"26141_1_271"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"5"	"20200"	"26141_1_291.60"	"*"	"26141_1_291"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"6"	"20188"	"28099_1_143.61"	"100.00"	"28099_1_143"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"7"	"9570"	"28099_1_205.43"	"100.00"	"28099_1_205"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"8"	"20191"	"28099_1_236.57"	"100.00"	"28099_1_236"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"9"	"10901"	"28099_1_27.41"	"98.83"	"28099_1_27"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"10"	"17386"	"28099_1_365.38"	"99.99"	"28099_1_365"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"11"	"18135"	"28099_1_370.38"	"99.96"	"28099_1_370"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"12"	"9768"	"28099_2_215.46"	"100.00"	"28099_2_215"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
100	"13"	"13155"	"28099_2_251.124"	"100.00"	"28099_2_251"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
101	"0"	"9259"	"34154_7_262.32"	"100.00"	"34154_7_262"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
101	"1"	"19444"	"34154_7_380.31"	"*"	"34154_7_380"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
101	"2"	"11524"	"34154_7_50.22"	"95.98"	"34154_7_50"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
101	"3"	"11426"	"34154_7_54.22"	"96.33"	"34154_7_54"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
102	"0"	"18949"	"26141_1_192.52"	"*"	"26141_1_192"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
102	"1"	"14313"	"26141_1_193.66"	"99.99"	"26141_1_193"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
103	"0"	"18777"	"34154_7_63.29"	"*"	"34154_7_63"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"0"	"7687"	"26141_1_149.88"	"99.99"	"26141_1_149"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"1"	"14552"	"26141_1_202.34"	"97.44"	"26141_1_202"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"2"	"7968"	"34154_7_13.26"	"96.98"	"34154_7_13"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"3"	"18681"	"34154_7_184.13"	"*"	"34154_7_184"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"4"	"13980"	"34154_7_197.22"	"99.99"	"34154_7_197"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"5"	"14537"	"34154_7_204.23"	"97.50"	"34154_7_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"6"	"11858"	"34154_7_210.27"	"100.00"	"34154_7_210"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"7"	"14559"	"34154_7_294.15"	"97.37"	"34154_7_294"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"8"	"7968"	"34154_7_3.28"	"96.98"	"34154_7_3"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"9"	"14537"	"34154_7_317.25"	"97.50"	"34154_7_317"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"10"	"14569"	"34154_7_323.23"	"97.28"	"34154_7_323"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"11"	"14537"	"34154_7_367.29"	"97.50"	"34154_7_367"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"12"	"14537"	"34154_7_60.31"	"97.50"	"34154_7_60"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
104	"13"	"14537"	"34154_7_76.24"	"97.50"	"34154_7_76"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
105	"0"	"12477"	"34154_7_11.23"	"99.34"	"34154_7_11"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
105	"1"	"9734"	"34154_7_118.21"	"99.24"	"34154_7_118"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
105	"2"	"14555"	"34154_7_119.39"	"99.79"	"34154_7_119"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
105	"3"	"17256"	"34154_7_368.28"	"*"	"34154_7_368"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
105	"4"	"9856"	"34154_7_4.16"	"99.33"	"34154_7_4"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
105	"5"	"14555"	"34154_7_62.25"	"99.77"	"34154_7_62"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
106	"0"	"16457"	"28099_2_121.49"	"*"	"28099_2_121"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
107	"0"	"16158"	"34154_7_235.36"	"*"	"34154_7_235"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
108	"0"	"15425"	"28099_1_196.52"	"*"	"28099_1_196"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
109	"0"	"15415"	"34154_7_131.25"	"*"	"34154_7_131"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
109	"1"	"11865"	"34154_7_46.16"	"100.00"	"34154_7_46"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
110	"0"	"5951"	"28099_1_10.51"	"99.75"	"28099_1_10"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
110	"1"	"7979"	"34154_7_142.22"	"96.87"	"34154_7_142"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
110	"2"	"11089"	"34154_7_189.25"	"100.00"	"34154_7_189"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
110	"3"	"11089"	"34154_7_19.28"	"100.00"	"34154_7_19"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
110	"4"	"6062"	"34154_7_231.63"	"100.00"	"34154_7_231"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
110	"5"	"14852"	"34154_7_252.24"	"*"	"34154_7_252"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
111	"0"	"11512"	"28099_1_253.42"	"100.00"	"28099_1_253"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
111	"1"	"14470"	"28099_1_357.33"	"*"	"28099_1_357"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
112	"0"	"14399"	"34154_7_91.22"	"*"	"34154_7_91"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
113	"0"	"14297"	"28099_1_335.39"	"*"	"28099_1_335"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
114	"0"	"14159"	"34154_7_213.23"	"*"	"34154_7_213"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
114	"1"	"5968"	"34154_7_338.42"	"98.78"	"34154_7_338"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
115	"0"	"14042"	"28099_1_157.66"	"*"	"28099_1_157"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
116	"0"	"13325"	"28099_2_138.37"	"*"	"28099_2_138"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
117	"0"	"11228"	"34154_7_130.37"	"99.55"	"34154_7_130"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
117	"1"	"10532"	"34154_7_138.41"	"99.99"	"34154_7_138"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
117	"2"	"13061"	"34154_7_318.37"	"*"	"34154_7_318"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
118	"0"	"12667"	"28099_2_96.42"	"*"	"28099_2_96"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
119	"0"	"8813"	"34154_7_219.28"	"99.14"	"34154_7_219"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
119	"1"	"12465"	"34154_7_77.35"	"*"	"34154_7_77"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
120	"0"	"12361"	"26141_1_215.28"	"*"	"26141_1_215"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
121	"0"	"12086"	"34154_7_136.40"	"*"	"34154_7_136"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
122	"0"	"6537"	"28099_1_257.36"	"98.72"	"28099_1_257"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
122	"1"	"6537"	"28099_1_375.43"	"98.72"	"28099_1_375"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
122	"2"	"11872"	"34154_7_56.55"	"*"	"34154_7_56"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
122	"3"	"8210"	"34154_7_97.17"	"100.00"	"34154_7_97"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
123	"0"	"11438"	"28099_1_79.36"	"*"	"28099_1_79"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
124	"0"	"4731"	"28099_1_152.75"	"97.91"	"28099_1_152"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
124	"1"	"11382"	"34154_7_330.57"	"*"	"34154_7_330"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
125	"0"	"11208"	"34154_7_240.41"	"*"	"34154_7_240"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
126	"0"	"10866"	"26141_1_220.82"	"*"	"26141_1_220"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
126	"1"	"4600"	"34154_7_10.50"	"96.46"	"34154_7_10"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
126	"2"	"4407"	"34154_7_102.50"	"98.48"	"34154_7_102"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"0"	"6170"	"28099_1_185.45"	"98.98"	"28099_1_185"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"1"	"6170"	"28099_1_188.37"	"98.98"	"28099_1_188"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"2"	"6251"	"28099_1_95.44"	"98.29"	"28099_1_95"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"3"	"6170"	"28099_2_117.41"	"98.98"	"28099_2_117"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"4"	"6170"	"28099_2_320.47"	"98.98"	"28099_2_320"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"5"	"10175"	"34154_7_207.32"	"*"	"34154_7_207"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"6"	"6512"	"34154_7_242.47"	"100.00"	"34154_7_242"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
127	"7"	"4523"	"34154_7_281.33"	"98.87"	"34154_7_281"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"0"	"4007"	"26141_1_226.92"	"96.68"	"26141_1_226"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"1"	"3888"	"28099_1_30.43"	"100.00"	"28099_1_30"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"2"	"3888"	"28099_1_314.48"	"100.00"	"28099_1_314"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"3"	"3888"	"28099_1_318.51"	"100.00"	"28099_1_318"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"4"	"3874"	"28099_1_338.45"	"100.00"	"28099_1_338"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"5"	"3888"	"28099_1_378.47"	"100.00"	"28099_1_378"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"6"	"3888"	"28099_1_7.50"	"100.00"	"28099_1_7"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
128	"7"	"9552"	"34154_7_164.34"	"*"	"34154_7_164"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"0"	"3809"	"26141_1_158.61"	"100.00"	"26141_1_158"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"1"	"5702"	"26141_1_162.86"	"98.68"	"26141_1_162"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"2"	"7313"	"26141_1_240.53"	"99.97"	"26141_1_240"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"3"	"3811"	"26141_1_293.46"	"100.00"	"26141_1_293"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"4"	"5688"	"26141_1_296.81"	"98.79"	"26141_1_296"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"5"	"3852"	"28099_1_145.222"	"99.95"	"28099_1_145"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"6"	"3811"	"28099_1_149.42"	"100.00"	"28099_1_149"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"7"	"4394"	"28099_1_151.42"	"97.91"	"28099_1_151"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"8"	"5678"	"28099_1_214.135"	"98.86"	"28099_1_214"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"9"	"3811"	"28099_1_217.43"	"100.00"	"28099_1_217"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"10"	"5704"	"28099_1_280.80"	"98.67"	"28099_1_280"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"11"	"4380"	"28099_1_297.77"	"98.06"	"28099_1_297"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"12"	"5678"	"28099_1_329.170"	"98.86"	"28099_1_329"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"13"	"3811"	"28099_2_154.45"	"100.00"	"28099_2_154"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"14"	"3854"	"28099_2_162.60"	"99.97"	"28099_2_162"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"15"	"4215"	"34154_7_123.58"	"99.98"	"34154_7_123"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"16"	"5406"	"34154_7_158.46"	"100.00"	"34154_7_158"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"17"	"6139"	"34154_7_259.49"	"100.00"	"34154_7_259"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"18"	"6655"	"34154_7_263.23"	"100.00"	"34154_7_263"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"19"	"7314"	"34154_7_313.52"	"99.97"	"34154_7_313"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
129	"20"	"9364"	"34154_7_351.23"	"*"	"34154_7_351"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
130	"0"	"9324"	"26141_1_244.62"	"*"	"26141_1_244"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
130	"1"	"9324"	"26141_1_270.58"	"99.99"	"26141_1_270"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
130	"2"	"9324"	"26141_1_299.57"	"99.98"	"26141_1_299"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
130	"3"	"9324"	"28099_1_2.54"	"99.98"	"28099_1_2"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"0"	"4092"	"26141_1_170.55"	"100.00"	"26141_1_170"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"1"	"4097"	"26141_1_201.52"	"100.00"	"26141_1_201"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"2"	"4092"	"28099_1_155.46"	"100.00"	"28099_1_155"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"3"	"4092"	"28099_1_156.42"	"100.00"	"28099_1_156"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"4"	"4092"	"28099_1_208.40"	"100.00"	"28099_1_208"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"5"	"4115"	"28099_1_220.39"	"100.00"	"28099_1_220"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"6"	"4858"	"28099_1_256.39"	"98.81"	"28099_1_256"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"7"	"4092"	"28099_1_26.42"	"100.00"	"28099_1_26"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"8"	"4092"	"28099_1_268.48"	"100.00"	"28099_1_268"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"9"	"4092"	"28099_1_288.45"	"100.00"	"28099_1_288"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"10"	"4090"	"28099_1_326.44"	"100.00"	"28099_1_326"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"11"	"4092"	"28099_1_327.45"	"100.00"	"28099_1_327"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"12"	"4092"	"28099_1_334.45"	"100.00"	"28099_1_334"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"13"	"4092"	"28099_2_105.42"	"100.00"	"28099_2_105"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
131	"14"	"9052"	"28099_2_295.34"	"*"	"28099_2_295"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.4"
