"cluster"	"id"	"length"	"contig"	"identity"	"Lane"	"filename"	"dir"
105	"0"	"22904"	"34154_7_304.14"	"*"	"34154_7_304"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
106	"0"	"22372"	"34154_7_160.26"	"*"	"34154_7_160"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
107	"0"	"22219"	"34154_7_176.25"	"*"	"34154_7_176"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
108	"0"	"22182"	"34154_7_345.41"	"*"	"34154_7_345"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
109	"0"	"21565"	"34154_7_44.40"	"*"	"34154_7_44"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
110	"0"	"17091"	"34154_7_152.26"	"100.00"	"34154_7_152"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
110	"1"	"17117"	"34154_7_178.24"	"100.00"	"34154_7_178"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
110	"2"	"21318"	"34154_7_42.23"	"*"	"34154_7_42"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
111	"0"	"20928"	"28099_1_189.29"	"*"	"28099_1_189"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
112	"0"	"17219"	"28099_1_161.75"	"99.41"	"28099_1_161"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
112	"1"	"17748"	"28099_1_221.70"	"96.26"	"28099_1_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
112	"2"	"17219"	"28099_1_225.72"	"99.41"	"28099_1_225"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
112	"3"	"20560"	"28099_1_238.23"	"100.00"	"28099_1_238"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
112	"4"	"20560"	"28099_1_258.46"	"100.00"	"28099_1_258"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
112	"5"	"20726"	"34154_7_14.24"	"*"	"34154_7_14"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"0"	"17432"	"26141_1_160.37"	"99.99"	"26141_1_160"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"1"	"16954"	"26141_1_194.39"	"99.99"	"26141_1_194"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"2"	"17509"	"26141_1_197.40"	"99.99"	"26141_1_197"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"3"	"20200"	"26141_1_291.60"	"*"	"26141_1_291"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"4"	"20188"	"28099_1_143.61"	"100.00"	"28099_1_143"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"5"	"20191"	"28099_1_236.57"	"100.00"	"28099_1_236"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"6"	"16719"	"28099_1_305.37"	"99.99"	"28099_1_305"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"7"	"17386"	"28099_1_365.38"	"99.99"	"28099_1_365"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"8"	"18135"	"28099_1_370.38"	"99.96"	"28099_1_370"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
113	"9"	"16698"	"28099_2_287.32"	"99.99"	"28099_2_287"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
114	"0"	"18256"	"28099_1_200.45"	"99.67"	"28099_1_200"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
114	"1"	"19977"	"34154_7_361.27"	"*"	"34154_7_361"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
115	"0"	"19444"	"34154_7_380.31"	"*"	"34154_7_380"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
116	"0"	"18949"	"26141_1_192.52"	"*"	"26141_1_192"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
117	"0"	"18777"	"34154_7_63.29"	"*"	"34154_7_63"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
118	"0"	"18681"	"34154_7_184.13"	"*"	"34154_7_184"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
119	"0"	"17379"	"34154_7_287.54"	"*"	"34154_7_287"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"0"	"14591"	"34154_7_105.53"	"99.45"	"34154_7_105"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"1"	"14555"	"34154_7_119.39"	"99.79"	"34154_7_119"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"2"	"14443"	"34154_7_331.21"	"99.97"	"34154_7_331"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"3"	"17256"	"34154_7_368.28"	"*"	"34154_7_368"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"4"	"14443"	"34154_7_375.31"	"99.97"	"34154_7_375"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"5"	"14555"	"34154_7_62.25"	"99.77"	"34154_7_62"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"6"	"14623"	"34154_7_83.21"	"99.23"	"34154_7_83"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"7"	"14443"	"34154_7_88.35"	"99.97"	"34154_7_88"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
120	"8"	"14574"	"34154_7_90.23"	"99.23"	"34154_7_90"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
121	"0"	"16457"	"28099_2_121.49"	"*"	"28099_2_121"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
122	"0"	"16158"	"34154_7_235.36"	"*"	"34154_7_235"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
123	"0"	"15425"	"28099_1_196.52"	"*"	"28099_1_196"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
124	"0"	"15415"	"34154_7_131.25"	"*"	"34154_7_131"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
125	"0"	"12340"	"34154_7_104.34"	"99.81"	"34154_7_104"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
125	"1"	"15237"	"34154_7_179.49"	"*"	"34154_7_179"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
125	"2"	"12319"	"34154_7_303.17"	"99.85"	"34154_7_303"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
126	"0"	"14965"	"34154_7_84.40"	"*"	"34154_7_84"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
127	"0"	"14852"	"34154_7_252.24"	"*"	"34154_7_252"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"0"	"14552"	"26141_1_202.34"	"99.90"	"26141_1_202"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"1"	"13552"	"28099_1_222.31"	"96.35"	"28099_1_222"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"2"	"13980"	"34154_7_197.22"	"99.35"	"34154_7_197"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"3"	"14537"	"34154_7_204.23"	"100.00"	"34154_7_204"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"4"	"11858"	"34154_7_210.27"	"100.00"	"34154_7_210"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"5"	"11721"	"34154_7_216.18"	"100.00"	"34154_7_216"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"6"	"12937"	"34154_7_218.23"	"100.00"	"34154_7_218"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"7"	"11721"	"34154_7_234.25"	"100.00"	"34154_7_234"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"8"	"11722"	"34154_7_255.27"	"100.00"	"34154_7_255"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"9"	"14217"	"34154_7_276.17"	"97.13"	"34154_7_276"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"10"	"11721"	"34154_7_289.22"	"100.00"	"34154_7_289"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"11"	"14559"	"34154_7_294.15"	"99.92"	"34154_7_294"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"12"	"14537"	"34154_7_317.25"	"100.00"	"34154_7_317"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"13"	"14569"	"34154_7_323.23"	"*"	"34154_7_323"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"14"	"11721"	"34154_7_332.18"	"100.00"	"34154_7_332"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"15"	"11721"	"34154_7_352.28"	"100.00"	"34154_7_352"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"16"	"11721"	"34154_7_36.24"	"100.00"	"34154_7_36"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"17"	"14537"	"34154_7_367.29"	"100.00"	"34154_7_367"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"18"	"11865"	"34154_7_46.16"	"100.00"	"34154_7_46"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"19"	"14537"	"34154_7_60.31"	"100.00"	"34154_7_60"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"20"	"14537"	"34154_7_76.24"	"100.00"	"34154_7_76"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
128	"21"	"12117"	"34154_7_8.53"	"99.00"	"34154_7_8"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
129	"0"	"14470"	"28099_1_357.33"	"*"	"28099_1_357"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
130	"0"	"14399"	"34154_7_91.22"	"*"	"34154_7_91"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
131	"0"	"14313"	"26141_1_193.66"	"*"	"26141_1_193"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
132	"0"	"14297"	"28099_1_335.39"	"*"	"28099_1_335"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
133	"0"	"14159"	"34154_7_213.23"	"*"	"34154_7_213"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
134	"0"	"14042"	"28099_1_157.66"	"*"	"28099_1_157"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
135	"0"	"12477"	"34154_7_11.23"	"99.32"	"34154_7_11"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
135	"1"	"11072"	"34154_7_291.22"	"99.78"	"34154_7_291"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
135	"2"	"13519"	"34154_7_359.20"	"*"	"34154_7_359"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
136	"0"	"13325"	"28099_2_138.37"	"*"	"28099_2_138"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
137	"0"	"13155"	"28099_2_251.124"	"*"	"28099_2_251"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
138	"0"	"11228"	"34154_7_130.37"	"99.55"	"34154_7_130"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
138	"1"	"10532"	"34154_7_138.41"	"99.99"	"34154_7_138"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
138	"2"	"13061"	"34154_7_318.37"	"*"	"34154_7_318"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
139	"0"	"12831"	"28099_1_274.36"	"*"	"28099_1_274"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
140	"0"	"11512"	"28099_1_253.42"	"98.51"	"28099_1_253"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
140	"1"	"12667"	"28099_2_96.42"	"*"	"28099_2_96"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
141	"0"	"11359"	"34154_7_172.22"	"98.93"	"34154_7_172"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
141	"1"	"12044"	"34154_7_25.30"	"96.07"	"34154_7_25"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
141	"2"	"11359"	"34154_7_353.28"	"98.93"	"34154_7_353"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
141	"3"	"12465"	"34154_7_77.35"	"*"	"34154_7_77"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
142	"0"	"12361"	"26141_1_215.28"	"*"	"26141_1_215"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
143	"0"	"12086"	"34154_7_136.40"	"*"	"34154_7_136"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
144	"0"	"11872"	"34154_7_56.55"	"*"	"34154_7_56"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
145	"0"	"9259"	"34154_7_262.32"	"95.41"	"34154_7_262"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
145	"1"	"11524"	"34154_7_50.22"	"*"	"34154_7_50"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
145	"2"	"11426"	"34154_7_54.22"	"100.00"	"34154_7_54"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
146	"0"	"11438"	"28099_1_79.36"	"*"	"28099_1_79"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
147	"0"	"11382"	"34154_7_330.57"	"*"	"34154_7_330"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"0"	"11378"	"26141_1_290.60"	"*"	"26141_1_290"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"1"	"11103"	"34154_7_144.44"	"100.00"	"34154_7_144"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"2"	"11139"	"34154_7_174.46"	"100.00"	"34154_7_174"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"3"	"11180"	"34154_7_185.35"	"99.97"	"34154_7_185"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"4"	"11089"	"34154_7_189.25"	"99.86"	"34154_7_189"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"5"	"11089"	"34154_7_19.28"	"99.86"	"34154_7_19"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"6"	"11144"	"34154_7_20.40"	"100.00"	"34154_7_20"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"7"	"11121"	"34154_7_202.54"	"100.00"	"34154_7_202"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"8"	"11103"	"34154_7_254.18"	"99.98"	"34154_7_254"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"9"	"11103"	"34154_7_26.31"	"100.00"	"34154_7_26"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"10"	"11103"	"34154_7_268.30"	"100.00"	"34154_7_268"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"11"	"10978"	"34154_7_271.30"	"100.00"	"34154_7_271"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"12"	"11121"	"34154_7_283.27"	"100.00"	"34154_7_283"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"13"	"11103"	"34154_7_299.48"	"100.00"	"34154_7_299"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"14"	"11112"	"34154_7_307.51"	"100.00"	"34154_7_307"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"15"	"11164"	"34154_7_32.21"	"99.99"	"34154_7_32"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
148	"16"	"11178"	"34154_7_40.39"	"99.99"	"34154_7_40"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
149	"0"	"11208"	"34154_7_240.41"	"*"	"34154_7_240"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
150	"0"	"9747"	"26141_1_224.53"	"99.60"	"26141_1_224"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
150	"1"	"9946"	"26141_1_271.48"	"97.61"	"26141_1_271"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
150	"2"	"9570"	"28099_1_205.43"	"100.00"	"28099_1_205"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
150	"3"	"10901"	"28099_1_27.41"	"*"	"28099_1_27"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
150	"4"	"9768"	"28099_2_215.46"	"99.39"	"28099_2_215"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
151	"0"	"10866"	"26141_1_220.82"	"*"	"26141_1_220"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
152	"0"	"10175"	"34154_7_207.32"	"*"	"34154_7_207"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
153	"0"	"9734"	"34154_7_118.21"	"99.30"	"34154_7_118"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
153	"1"	"8813"	"34154_7_219.28"	"99.83"	"34154_7_219"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
153	"2"	"9856"	"34154_7_4.16"	"*"	"34154_7_4"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
154	"0"	"7968"	"34154_7_13.26"	"96.15"	"34154_7_13"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
154	"1"	"7979"	"34154_7_142.22"	"96.06"	"34154_7_142"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
154	"2"	"9552"	"34154_7_164.34"	"*"	"34154_7_164"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
154	"3"	"7968"	"34154_7_3.28"	"96.15"	"34154_7_3"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
155	"0"	"9364"	"34154_7_351.23"	"*"	"34154_7_351"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
156	"0"	"9324"	"26141_1_244.62"	"*"	"26141_1_244"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
156	"1"	"9324"	"26141_1_270.58"	"99.99"	"26141_1_270"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
156	"2"	"9324"	"26141_1_299.57"	"99.98"	"26141_1_299"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
156	"3"	"9324"	"28099_1_2.54"	"99.98"	"28099_1_2"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
157	"0"	"9195"	"26141_1_263.40"	"*"	"26141_1_263"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
157	"1"	"9195"	"26141_1_265.45"	"100.00"	"26141_1_265"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
158	"0"	"9052"	"28099_2_295.34"	"*"	"28099_2_295"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
159	"0"	"9042"	"34154_7_227.28"	"*"	"34154_7_227"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
159	"1"	"8817"	"34154_7_239.38"	"99.92"	"34154_7_239"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
159	"2"	"9042"	"34154_7_39.19"	"100.00"	"34154_7_39"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
159	"3"	"8720"	"34154_7_5.22"	"99.16"	"34154_7_5"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
160	"0"	"8767"	"26141_1_157.43"	"*"	"26141_1_157"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
161	"0"	"8412"	"28099_1_127.68"	"*"	"28099_1_127"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
162	"0"	"7687"	"26141_1_149.88"	"98.50"	"26141_1_149"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
162	"1"	"8210"	"34154_7_97.17"	"*"	"34154_7_97"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
163	"0"	"7602"	"28099_1_118.149"	"*"	"28099_1_118"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
164	"0"	"7376"	"28099_1_163.35"	"*"	"28099_1_163"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
165	"0"	"6537"	"28099_1_257.36"	"98.61"	"28099_1_257"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
165	"1"	"6537"	"28099_1_375.43"	"98.61"	"28099_1_375"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
165	"2"	"7330"	"34154_7_224.29"	"*"	"34154_7_224"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
165	"3"	"5928"	"34154_7_325.33"	"99.09"	"34154_7_325"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
165	"4"	"5968"	"34154_7_338.42"	"98.64"	"34154_7_338"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
166	"0"	"7313"	"26141_1_240.53"	"100.00"	"26141_1_240"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
166	"1"	"5951"	"28099_1_10.51"	"99.06"	"28099_1_10"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
166	"2"	"6512"	"34154_7_242.47"	"98.88"	"34154_7_242"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
166	"3"	"6139"	"34154_7_259.49"	"99.80"	"34154_7_259"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
166	"4"	"6655"	"34154_7_263.23"	"99.88"	"34154_7_263"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
166	"5"	"7314"	"34154_7_313.52"	"*"	"34154_7_313"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
167	"0"	"7270"	"28099_1_313.61"	"*"	"28099_1_313"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
168	"0"	"7116"	"28099_1_347.182"	"*"	"28099_1_347"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
169	"0"	"7024"	"34154_7_194.47"	"*"	"34154_7_194"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
170	"0"	"6857"	"28099_1_367.37"	"*"	"28099_1_367"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"0"	"5702"	"26141_1_162.86"	"97.88"	"26141_1_162"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"1"	"5688"	"26141_1_296.81"	"98.03"	"26141_1_296"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"2"	"6170"	"28099_1_185.45"	"98.72"	"28099_1_185"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"3"	"6170"	"28099_1_188.37"	"98.72"	"28099_1_188"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"4"	"5678"	"28099_1_214.135"	"98.12"	"28099_1_214"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"5"	"5704"	"28099_1_280.80"	"97.88"	"28099_1_280"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"6"	"5678"	"28099_1_329.170"	"98.12"	"28099_1_329"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"7"	"6251"	"28099_1_95.44"	"98.14"	"28099_1_95"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"8"	"6170"	"28099_2_117.41"	"98.72"	"28099_2_117"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"9"	"6170"	"28099_2_320.47"	"98.72"	"28099_2_320"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"10"	"6838"	"34154_7_122.32"	"*"	"34154_7_122"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
171	"11"	"5564"	"34154_7_87.31"	"97.83"	"34154_7_87"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
172	"0"	"6757"	"26141_1_174.52"	"100.00"	"26141_1_174"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
172	"1"	"6774"	"28099_1_272.47"	"*"	"28099_1_272"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
173	"0"	"6062"	"34154_7_231.63"	"*"	"34154_7_231"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"0"	"4988"	"26141_1_140.77"	"99.98"	"26141_1_140"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"1"	"5029"	"26141_1_159.84"	"99.98"	"26141_1_159"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"2"	"5082"	"26141_1_161.81"	"99.98"	"26141_1_161"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"3"	"5085"	"26141_1_169.79"	"99.98"	"26141_1_169"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"4"	"5009"	"26141_1_178.81"	"99.98"	"26141_1_178"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"5"	"4988"	"26141_1_195.79"	"99.98"	"26141_1_195"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"6"	"5083"	"26141_1_221.78"	"99.98"	"26141_1_221"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"7"	"5069"	"26141_1_242.82"	"99.98"	"26141_1_242"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"8"	"5112"	"26141_1_247.74"	"100.00"	"26141_1_247"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"9"	"5012"	"26141_1_254.82"	"99.98"	"26141_1_254"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"10"	"5069"	"26141_1_272.74"	"100.00"	"26141_1_272"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"11"	"5031"	"28099_1_115.65"	"99.98"	"28099_1_115"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"12"	"5740"	"28099_1_116.93"	"*"	"28099_1_116"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"13"	"5022"	"28099_1_123.79"	"100.00"	"28099_1_123"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"14"	"4988"	"28099_1_129.227"	"99.98"	"28099_1_129"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"15"	"5052"	"28099_1_131.63"	"99.98"	"28099_1_131"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"16"	"4731"	"28099_1_152.75"	"97.38"	"28099_1_152"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"17"	"5034"	"28099_1_160.77"	"100.00"	"28099_1_160"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"18"	"5072"	"28099_1_169.81"	"99.80"	"28099_1_169"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"19"	"5005"	"28099_1_181.82"	"99.98"	"28099_1_181"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"20"	"4858"	"28099_1_256.39"	"97.41"	"28099_1_256"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"21"	"4988"	"28099_1_261.72"	"99.98"	"28099_1_261"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
174	"22"	"5036"	"28099_1_266.64"	"99.98"	"28099_1_266"	"contigs-CTX_M_15.clust.clstr"	"len_diff_0.8"
