Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_IA0380AA	s214e	ERR4452380;ILLUMINA;Paired;;ERX4392883				2016				Africa	Ethiopia	Oromiya		Jimma				Karolinska							Surgical		PRJEB39739	ERP123295		SAMEA7177474	ERS4937910	2017-11-30	2018-12-07	ESC_IA0380AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0434AA	ERS1912978	ERR2116734;ILLUMINA;Paired;1000;ERX2173592																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104288000	ERS1912978	2017-11-30	2017-11-28	ESC_IA0434AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0435AA	ERS1912977	ERR2116733;ILLUMINA;Paired;1000;ERX2173591																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104287999	ERS1912977	2017-11-30	2017-11-28	ESC_IA0435AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0436AA	ERS1912976	ERR2116732;ILLUMINA;Paired;1000;ERX2173590																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104287998	ERS1912976	2017-11-30	2017-11-28	ESC_IA0436AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0437AA	ERS1912975	ERR2116731;ILLUMINA;Paired;1000;ERX2173589																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104287997	ERS1912975	2017-11-30	2017-11-28	ESC_IA0437AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0438AA	ERS1912974	ERR2116730;ILLUMINA;Paired;1000;ERX2173588																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104287996	ERS1912974	2017-11-30	2017-11-28	ESC_IA0438AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0446AA	ERS1912966	ERR2116722;ILLUMINA;Paired;1000;ERX2173580																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104287988	ERS1912966	2017-11-30	2017-11-28	ESC_IA0446AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0447AA	ERS1912965	ERR2116721;ILLUMINA;Paired;1000;ERX2173579																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104287987	ERS1912965	2017-11-30	2017-11-28	ESC_IA0447AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0449AA	ERS1912963	ERR2116719;ILLUMINA;Paired;1000;ERX2173577																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB22381	ERP104061		SAMEA104287985	ERS1912963	2017-11-30	2017-11-28	ESC_IA0449AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA0977AA	A1_007_Gull	SRR6376588;ILLUMINA;Paired;;SRX3471381	Wild Animal	Avian	Feces, Gull (Larus spp.)	2016	6			North America	United States	Alaska	Kenai Peninsula Borough	Soldotna		60.44	-151.1	USGS	Escherichia coli						2016-6		PRJNA421990	SRP126755		SAMN08162474	SRS2758027	2017-12-15	2017-12-14	ESC_IA0977AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2151AA	SAMPLE_WTCHG_447699_270162	ERR2238064;ILLUMINA;Paired;300;ERX2290231																UNIVERSITY OF OXFORD	Escherichia coli								PRJEB21277	ERP023511		SAMEA104458089	ERS2076031	2018-01-10	2018-01-10	ESC_IA2151AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2152AA	SAMPLE_WTCHG_447699_267126	ERR2238057;ILLUMINA;Paired;300;ERX2290224																UNIVERSITY OF OXFORD	Escherichia coli								PRJEB21277	ERP023511		SAMEA104458082	ERS2076024	2018-01-10	2018-01-10	ESC_IA2152AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2154AA	SAMPLE_WTCHG_447699_265102	ERR2238053;ILLUMINA;Paired;300;ERX2290220																UNIVERSITY OF OXFORD	Escherichia coli								PRJEB21277	ERP023511		SAMEA104458078	ERS2076020	2018-01-10	2018-01-10	ESC_IA2154AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2257AA	15-AB02017	ERR2203409;ILLUMINA;Paired;1000;ERX2257783	ND	Other Mammal	ND	2015				Europe	Germany							FEDERAL INSTITUTE FOR RISK ASSESSMENT (BFR)	Escherichia coli								PRJEB23572	ERP105333		SAMEA104399272	ERS2017214	2018-01-10	2018-01-10	ESC_IA2257AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2361AA	O-59	SRR6451281;ILLUMINA;Paired;;SRX3542184	Human	Human	Homo sapiens; colonisation specimen	2015	4			Europe	Finland					60.23218	25.03888	THL	Escherichia coli								PRJNA429101	SRP128488		SAMN08329270	SRS2815695	2018-01-14	2018-01-09	ESC_IA2361AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2362AA	P-1044	SRR6451282;ILLUMINA;Paired;;SRX3542183	Companion Animal	Canine	canine; clinical specimen	2015	4			Europe	Finland					60.23218	25.03888	THL	Escherichia coli								PRJNA429101	SRP128488		SAMN08329269	SRS2815694	2018-01-14	2018-01-09	ESC_IA2362AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2363AA	P-1009	SRR6451283;ILLUMINA;Paired;;SRX3542182	Companion Animal	Canine	canine; clinical specimen	2015	4			Europe	Finland					60.23218	25.03888	THL	Escherichia coli								PRJNA429101	SRP128488		SAMN08329266	SRS2815692	2018-01-14	2018-01-09	ESC_IA2363AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2364AA	P-1036	SRR6451284;ILLUMINA;Paired;;SRX3542181	Companion Animal	Canine	canine; clinical specimen	2015	4			Europe	Finland					60.23218	25.03888	THL	Escherichia coli								PRJNA429101	SRP128488		SAMN08329265	SRS2815693	2018-01-14	2018-01-09	ESC_IA2364AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2365AA	P-1043	SRR6451285;ILLUMINA;Paired;;SRX3542180	Companion Animal	Canine	canine; clinical specimen	2015	4			Europe	Finland					60.23218	25.03888	THL	Escherichia coli								PRJNA429101	SRP128488		SAMN08329268	SRS2815690	2018-01-14	2018-01-09	ESC_IA2365AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2366AA	P-1039	SRR6451286;ILLUMINA;Paired;;SRX3542179	Companion Animal	Canine	canine; clinical specimen	2015	4			Europe	Finland					60.23218	25.03888	THL	Escherichia coli								PRJNA429101	SRP128488		SAMN08329267	SRS2815691	2018-01-14	2018-01-09	ESC_IA2366AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA2381AA	SCEC020007	SRR6474927;ILLUMINA;Paired;;SRX3564796,GCF_002870165;Complete Genome;;;	Human	Human	Homo sapiens	2016	11			Asia	China	Sichuan		Zigong				West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN08281024	SRS2836989	2018-01-16	2018-01-16	ESC_IA2381AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA3518AA	MGH169	SRR6686320;ILLUMINA;Paired;;SRX3662510	Human	Human	Homo sapiens	2015				North America	United States	Massachusetts	Suffolk County	Boston				The Broad Institute	Escherichia coli								PRJNA271899	SRP051949		SAMN04521918	SRS2925724	2018-02-08	2018-02-08	ESC_IA3518AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA3876AA	pb38	SRR6703063;ILLUMINA;Paired;;SRX3677228	Human	Human	Homo sapiens; urine	2011	2			North America	Canada	Ontario						Carleton University	Escherichia coli								PRJNA433633	SRP132562		SAMN08513257	SRS2937923	2018-02-13	2018-02-09	ESC_IA3876AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA4354AA	sample 12	traces-0yUjIau;ILLUMINA;Paired;;NA,traces-0WKAJUl;ILLUMINA;Paired;;NA				2017				Asia	Pakistan	Sindh	Karāchi District	Karachi				Mehreen Arshad	Escherichia coli													2018-02-26	2018-08-31	ESC_IA4354AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA4852AA	AR_0371	SRR6799407;PACBIO_SMRT;Single;;SRX3758159,SRR6799406;ILLUMINA;Paired;535;SRX3758160																University of Maryland Institute for Genome Sciences	Escherichia coli								PRJNA316321	SRP133836		SAMN07291514	SRS3013417	2018-03-04	2018-03-03	ESC_IA4852AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA5674AA	NR1703	SRR6892789;ILLUMINA;Paired;;SRX3842965	Human	Human	Homo sapiens; abdominal fluid	2015	3			North America	United States	New York		New York		40.840672	-73.942005	Columbia University	Escherichia coli								PRJNA445400	SRP136386		SAMN08783890	SRS3088703	2018-03-27	2018-03-24	ESC_IA5674AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA5680AA	NR0290	SRR6892809;ILLUMINA;Paired;;SRX3842945	Human	Human	Homo sapiens; urine	2014	9			North America	United States	New York		New York		40.840672	-73.942005	Columbia University	Escherichia coli								PRJNA445400	SRP136386		SAMN08783873	SRS3088683	2018-03-27	2018-03-24	ESC_IA5680AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA6101AA	PSU-0506	SRR6903163;ILLUMINA;Paired;500;SRX3851956	Livestock	Bovine	Cow, (Bovine)	2000				North America	United States	Virginia						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN08367977	SRS3096176	2018-03-27	2018-03-27	ESC_IA6101AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA6375AA	WCHEC020033	SRR6942788;ILLUMINA;Paired;;SRX3886692	Human	Human	Homo sapiens	2016	9			Asia	China	Sichuan						West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN06909181	SRS3125394	2018-04-05	2018-04-05	ESC_IA6375AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA6377AA	SCEC020076	SRR6942790;ILLUMINA;Paired;;SRX3886690	Human	Human	Homo sapiens	2017				Asia	China	Sichuan		Chengdu				West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN07602136	SRS3125392	2018-04-05	2018-04-05	ESC_IA6377AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA6665AA	AR_0435	SRR6994979;ILLUMINA;Paired;520;SRX3929710,SRR6994978;PACBIO_SMRT;Single;;SRX3929711,GCF_003073835;Complete Genome;;;																University of Maryland Institute for Genome Sciences	Escherichia coli								PRJNA316321	SRP133836		SAMN07291528	SRS3163143	2018-04-12	2018-04-12	ESC_IA6665AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA6667AA	AR_0433	SRR6994975;PACBIO_SMRT;Single;;SRX3929707,SRR6994974;ILLUMINA;Paired;540;SRX3929706																University of Maryland Institute for Genome Sciences	Escherichia coli								PRJNA316321	SRP133836		SAMN07291526	SRS3163141	2018-04-12	2018-04-12	ESC_IA6667AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA6816AA	WCHEC085054	SRR7026303;ILLUMINA;Paired;;SRX3958538	Human	Human	Homo sapiens	2014				Asia	China	Sichuan		Chengdu				West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN08932757	SRS3188862	2018-04-19	2018-04-17	ESC_IA6816AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA7129AA	PSU-0613	SRR7042020;ILLUMINA;Paired;500;SRX3974053	Companion Animal	Canine	Dog, (Canine)	1999				North America	United States	Minnesota						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN08943204	SRS3199388	2018-04-21	2018-04-19	ESC_IA7129AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA9035AA	ITAEC005208	SRR7188513;ILLUMINA;Paired;;SRX4105244								Europe	Italy							West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN09202774	SRS3321078	2018-05-21	2018-05-21	ESC_IA9035AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_IA9039AA	ITAEC005207	SRR7188518;ILLUMINA;Paired;;SRX4105239								Europe	Italy							West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN09202773	SRS3321072	2018-05-21	2018-05-21	ESC_IA9039AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA2066AA	PSU-0390	SRR7284874;ILLUMINA;Paired;500;SRX4188414	Livestock	Bovine	Cow, (Bovine)	2002				North America	United States	Pennsylvania						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN08367916	SRS3399670	2018-06-10	2018-06-09	ESC_JA2066AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3085AA	mzb-GZB8C26M	traces-0QscHDI;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-13	2018-12-16	ESC_JA3085AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3086AA	mzb-GZB8C14M	traces-0fvcxGT;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-13	2018-12-16	ESC_JA3086AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3088AA	mzb-GZB8C15M	traces-0qhrnlJ;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-13	2018-12-16	ESC_JA3088AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3167AA	mzb-GZB8C38M	traces-0aFnKoj;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-14	2018-12-17	ESC_JA3167AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3168AA	mzb-GZB8C37M	traces-0cXnrEi;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-14	2018-12-17	ESC_JA3168AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3170AA	mzb-GZB8C41-1M	traces-0fguWsY;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-14	2018-12-17	ESC_JA3170AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3171AA	mzb-GZB8C57M	traces-0zYKWLu;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-14	2018-12-17	ESC_JA3171AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3172AA	mzb-GZB8C53M	traces-0vroGbM;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-14	2018-12-17	ESC_JA3172AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3176AA	mzb-GZB8C58M	traces-0mVAiTT;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-15	2018-12-18	ESC_JA3176AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3239AA	mzb-GZB8C151M	traces-0PRjdSk;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-15	2018-12-18	ESC_JA3239AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA3241AA	mzb-GZB8C159M	traces-0CsDxPL;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-06-15	2018-12-18	ESC_JA3241AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA6043AA	PSU-0710	SRR7500678;ILLUMINA;Paired;500;SRX4370101	Livestock	Equine	Horse, (Equine)	2000				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN09470467	SRS3528463	2018-07-10	2018-07-09	ESC_JA6043AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA6975AA	GZB8C149-1M	traces-0RvbVbn;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-07-31	2019-02-02	ESC_JA6975AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA7503AA		ERR2719340;ILLUMINA;Paired;363;ERX2733213																Wellcome Sanger Institute	Escherichia coli								PRJEB20809	ERP022995		SAMEA104077017	ERS1740910	2018-08-03	2018-08-01	ESC_JA7503AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA7510AA		ERR2719333;ILLUMINA;Paired;352;ERX2733206																Wellcome Sanger Institute	Escherichia coli								PRJEB20809	ERP022995		SAMEA104077010	ERS1740903	2018-08-03	2018-08-01	ESC_JA7510AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA7511AA		ERR2719332;ILLUMINA;Paired;364;ERX2733205																Wellcome Sanger Institute	Escherichia coli								PRJEB20809	ERP022995		SAMEA104077009	ERS1740902	2018-08-03	2018-08-01	ESC_JA7511AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA7521AA		ERR2719322;ILLUMINA;Paired;365;ERX2733195																Wellcome Sanger Institute	Escherichia coli								PRJEB20809	ERP022995		SAMEA104076992	ERS1740885	2018-08-03	2018-08-01	ESC_JA7521AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA7530AA		ERR2719313;ILLUMINA;Paired;357;ERX2733186																Wellcome Sanger Institute	Escherichia coli								PRJEB20809	ERP022995		SAMEA104076983	ERS1740876	2018-08-03	2018-08-01	ESC_JA7530AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA7802AA		ERR2719017;ILLUMINA;Paired;444;ERX2732890																Wellcome Sanger Institute	Escherichia coli								PRJEB20357	ERP022502		SAMEA104040240	ERS1704133	2018-08-03	2018-08-01	ESC_JA7802AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA7964AA	s4109	traces-0adUYPv;ILLUMINA;Paired;;NA																Nat Ref Lab Vet Drug Residues, South China Agriculture University														2018-08-08	2019-02-10	ESC_JA7964AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8547AA	WCHEC115105	SRR7716571;ILLUMINA;Paired;;SRX4573647	Human	Human	Homo sapiens	2018				Asia	China	Sichuan		Chengdu				West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN09842383	SRS3689780	2018-08-20	2018-08-19	ESC_JA8547AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8549AA	WCHEC115103	SRR7716573;ILLUMINA;Paired;;SRX4573645	Human	Human	Homo sapiens	2018				Asia	China	Sichuan		Chengdu				West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN09842381	SRS3689778	2018-08-20	2018-08-19	ESC_JA8549AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8550AA	WCHEC090052	SRR7716574;ILLUMINA;Paired;;SRX4573644	Human	Human	Homo sapiens	2018				Asia	China	Sichuan		Chengdu				West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN09842378	SRS3689777	2018-08-20	2018-08-19	ESC_JA8550AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8553AA	WCHEC090051	SRR7716577;ILLUMINA;Paired;;SRX4573641	Human	Human	Homo sapiens	2017				Asia	China	Sichuan		Chengdu				West China Hospital, Sichuan University	Escherichia coli								PRJNA418674	SRP126662		SAMN09842377	SRS3689774	2018-08-20	2018-08-19	ESC_JA8553AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8616AA	586CREA	SRR7724616;ILLUMINA;Paired;;SRX4581300	Wild Animal	Avian	Seagull; Chroicocephalus; CREA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O89:H9						PRJNA486855	SRP158447		SAMN09866997	SRS3695632	2018-08-21	2018-08-20	ESC_JA8616AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8633AA	590CREA	SRR7724633;ILLUMINA;Paired;;SRX4581283	Wild Animal	Avian	Seagull; Chroicocephalus; CREA	2017				Oceania	Australia	Victoria						Murdoch University	Escherichia coli		O89:H9						PRJNA486855	SRP158447		SAMN09867005	SRS3695609	2018-08-21	2018-08-20	ESC_JA8633AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8795AA	487CIPA	SRR7724795;ILLUMINA;Paired;;SRX4581121	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Queensland						Murdoch University	Escherichia coli		O89:H21						PRJNA486855	SRP158447		SAMN09866919	SRS3695449	2018-08-21	2018-08-20	ESC_JA8795AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA8809AA	285CIPA	SRR7724809;ILLUMINA;Paired;;SRX4581107	Wild Animal	Avian	Seagull; Chroicocephalus; CIPA	2017				Oceania	Australia	Tasmania						Murdoch University	Escherichia coli		O89:H9						PRJNA486855	SRP158447		SAMN09866830	SRS3695434	2018-08-21	2018-08-20	ESC_JA8809AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA9289AA	Sample23	traces-0EtQKQn;ILLUMINA;Paired;;NA								Asia	Pakistan	Punjab		Lahore				QIB	Escherichia coli				Pathogen									2018-08-24	2019-05-24	ESC_JA9289AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA9360AA	Sample113	traces-0EfVRqh;ILLUMINA;Paired;;NA								Asia	Pakistan	Punjab	Lahore District	Lahore				QIB	Escherichia coli				Pathogen									2018-08-24	2019-05-24	ESC_JA9360AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_JA9636AA		ERR2760078;ILLUMINA;Paired;417;ERX2773071																Wellcome Sanger Institute	Escherichia coli								PRJEB21015	ERP023234		SAMEA104138004	ERS1797022	2018-08-29	2018-08-29	ESC_JA9636AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA0399AA	PSU-0901	SRR7826035;ILLUMINA;Paired;500;SRX4677040	Aquatic Animal	Shellfish	Oyster	2016				North America	United States	Maryland						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN09954440	SRS3770849	2018-09-13	2018-09-13	ESC_KA0399AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA0638AA	579229	SRR7827099;ILLUMINA;Paired;;SRX4678068	Human	Human	human; Homo sapiens	2018	7			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN10058188	SRS3771863	2018-09-14	2018-09-14	ESC_KA0638AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA1680AA	PSU-1208	SRR7869087;ILLUMINA;Paired;500;SRX4708166	Environment		Food, Lettuce - Leaf	2003				North America	United States	California						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10083769	SRS3793872	2018-09-18	2018-09-18	ESC_KA1680AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA1710AA	PSU-1207	SRR7870887;ILLUMINA;Paired;500;SRX4709966	Animal Feed	Plant	Food, Tomato	2003				North America	United States	Texas						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10084962	SRS3795669	2018-09-18	2018-09-18	ESC_KA1710AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA1725AA	PSU-1204	SRR7870871;ILLUMINA;Paired;500;SRX4709950	Environment		Food, Lettuce - Leaf	2002				North America	United States	Washington						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10084435	SRS3795654	2018-09-18	2018-09-18	ESC_KA1725AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA1728AA	PSU-1206	SRR7870868;ILLUMINA;Paired;500;SRX4709947	Environment		Food, Lettuce - Romaine	2003				North America	United States	New York		New York				FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10084366	SRS3795651	2018-09-18	2018-09-18	ESC_KA1728AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA1729AA	PSU-1205	SRR7870867;ILLUMINA;Paired;500;SRX4709946	Animal Feed	Animal Feed	Food, Celery	2002				North America	United States	Florida						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA357722	SRP101500		SAMN10084364	SRS3795650	2018-09-18	2018-09-18	ESC_KA1729AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA2590AA	611450	SRR7943899;ILLUMINA;Paired;;SRX4778071	Human	Human	human; Homo sapiens	2018	9			Europe	United Kingdom							Public Health England	Escherichia coli		Escherichia Coli						PRJNA315192	SRP071789		SAMN10146731	SRS3859069	2018-10-01	2018-09-30	ESC_KA2590AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA3486AA	42189	SRR8071933;ILLUMINA;Paired;;SRX4899914	Human	Human	Homo sapiens; blood	2013				North America	United States							JCVI	Escherichia coli								PRJNA479772	SRP166003		SAMN06218054	SRS3946427	2018-10-18	2018-10-17	ESC_KA3486AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA4372AA	KR2729	traces-0sSOkzI;ILLUMINA;Paired;;NA,traces-0eQljJy;ILLUMINA;Paired;;NA,traces-0YDGDEg;ILLUMINA;Paired;;NA				2017												F Hodges														2019-04-17	2019-04-17	ESC_KA4372AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA4374AA	KR2728	traces-0EHaXYv;ILLUMINA;Paired;;NA,traces-0PErMSp;ILLUMINA;Paired;;NA				2017												F Hodges														2019-04-17	2019-04-17	ESC_KA4374AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA5060AA	ecoli008	ERR2797033;OXFORD_NANOPORE;Single;;ERX2806052,ERR2796921;ILLUMINA;Paired;250;ERX2805940	Human	Human	Homo Sapiens; Hospital	2011				Europe	Switzerland					47.562939	7.583467	BIOZENTRUM, UNIVERSITY OF BASEL	Escherichia coli								PRJEB28660	ERP110894		SAMEA4916043	ERS2735095	2018-11-07	2018-11-05	ESC_KA5060AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
ESC_KA5654AA	V9	SRR8187980;ILLUMINA;Paired;;SRX5007786,SRR8187982;OXFORD_NANOPORE;Single;;SRX5007784	Companion Animal		Equus caballus; stool	2009				Europe	Germany							Justus-Liebig-University Giessen	Escherichia coli								PRJNA505407	SRP168628		SAMN10417551	SRS4041785	2018-11-15	2018-11-14	ESC_KA5654AA	0	167	ST10 Cplx	A		10	11	4	8	8	13	2
