Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Comment	Simple Disease	Bio Project ID	Project ID	Disease	Sample ID	Secondary Sample ID	Date Entered	Release Date	Barcode	Differences	ST	ST Complex	Lineage	Subspecies	adk	fumC	gyrB	icd	mdh	purA	recA
ESC_FA8971AA	7ce67090-7fd4-11e6-b8fe-3c4a9275d6c8	ERR1852655;ILLUMINA;Paired;436;ERX1914633																SC	Escherichia coli								PRJEB15430	ERP017161		SAMEA4470329	ERS1369508	2017-02-22	2017-02-22	ESC_FA8971AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_FA9894AA	2015C-4707	SRR5312143;ILLUMINA;Paired;;SRX2612018								North America	United States							Centers for Disease Control and Prevention Enteric Diseases Laboratory Branch	Escherichia coli								PRJNA218110	SRP046387		SAMN06475259	SRS2022618	2017-03-04	2017-03-03	ESC_FA9894AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_FA9961AA	Ecol_AZ168	SRR3999080;ILLUMINA;Paired;;SRX1999808	Human	Human	Homo sapiens	2013				North America	United States	New York		New York		40.71	-74.01	Modernising Medical Microbiology, NDM, Oxford University	Escherichia coli								PRJNA316786	SRP080908		SAMN05511167	SRS1600633	2017-03-05	2017-02-28	ESC_FA9961AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_FA9965AA	Ecol_516	SRR3999076;ILLUMINA;Paired;;SRX1999804	Human	Human	Homo sapiens	2011				South America	Brazil	Unresolved	Unresolved	Unresolved		-22.9	-43.17	Modernising Medical Microbiology, NDM, Oxford University	Escherichia coli								PRJNA316786	SRP080908		SAMN05511171	SRS1600630	2017-03-05	2017-02-28	ESC_FA9965AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_FA9967AA	Ecol_877	SRR3999074;ILLUMINA;Paired;;SRX1999802	Human	Human	Homo sapiens	2013				North America	United States	New York		New York		40.71	-74.01	Modernising Medical Microbiology, NDM, Oxford University	Escherichia coli								PRJNA316786	SRP080908		SAMN05511173	SRS1600627	2017-03-05	2017-02-28	ESC_FA9967AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_FA9974AA	Ecol_517	GCF_002012005;Complete Genome;;;,SRR3999067;ILLUMINA;Paired;;SRX1999795	Human	Human	Homo sapiens	2011				South America	Brazil	Unresolved	Unresolved	Unresolved		-22.9	-43.17	Modernising Medical Microbiology, NDM, Oxford University	Escherichia coli								PRJNA316786	SRP080908		SAMN05511179	SRS1600621	2017-03-05	2017-02-28	ESC_FA9974AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA0671AA	S-322-1	ERR1800780;ILLUMINA;Paired;500;ERX1864321																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB18999	ERP020980		SAMEA51856168	ERS1507256	2017-03-14	2017-03-14	ESC_GA0671AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA0672AA	S-321-1	ERR1800779;ILLUMINA;Paired;500;ERX1864320																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB18999	ERP020980		SAMEA51855418	ERS1507255	2017-03-14	2017-03-14	ESC_GA0672AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA1119AA	Escherichia coli	ERR1891337;ILLUMINA;Paired;498;ERX1951835																SC	Escherichia coli								PRJEB8666	ERP009684		SAMEA4547867	ERS1447046	2017-03-31	2017-03-31	ESC_GA1119AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA1513AA	JKHS019	DRR089062;ILLUMINA;Paired;700;DRX082885	Environment	Water/River	sewage	2015				Asia	Japan							KYOTO_ENG	Escherichia coli								PRJDB5602	DRP003568		SAMD00076248	DRS042020	2017-04-06	2017-04-04	ESC_GA1513AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA2031AA	0f483e40-8b0c-11e6-95da-3c4a9275d6c8	ERR1937612;ILLUMINA;Paired;461;ERX1995339																SC	Escherichia coli								PRJEB18106	ERP020030		SAMEA4560427	ERS1459606	2017-04-14	2017-04-14	ESC_GA2031AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA2032AA	0f409d20-8b0c-11e6-95da-3c4a9275d6c8	ERR1937611;ILLUMINA;Paired;458;ERX1995338																SC	Escherichia coli								PRJEB18106	ERP020030		SAMEA4560426	ERS1459605	2017-04-14	2017-04-14	ESC_GA2032AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA2585AA	40878740-a286-11e6-8d8d-3c4a9275d6c8	ERR1937058;ILLUMINA;Paired;469;ERX1994785																SC	Escherichia coli								PRJEB15430	ERP017161		SAMEA4552040	ERS1451219	2017-04-14	2017-04-14	ESC_GA2585AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3010AA	NC_STEC121	SRR5470036;ILLUMINA;Paired;500;SRX2754938	Poultry		Chicken house 1 Back	2015	5			North America	United States	Tennessee						FDA Center for Food Safety and Applied Nutrition	Escherichia coli								PRJNA293225	SRP103093		SAMN06645838	SRS2140083	2017-04-24	2017-04-24	ESC_GA3010AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3167AA	dae73f70-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946930;ILLUMINA;Paired;440;ERX2012717																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559668	ERS1458847	2017-04-27	2017-04-26	ESC_GA3167AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3168AA	dadf0210-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946929;ILLUMINA;Paired;448;ERX2012716																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559667	ERS1458846	2017-04-27	2017-04-26	ESC_GA3168AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3175AA	daa57b80-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946922;ILLUMINA;Paired;435;ERX2012709																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559660	ERS1458839	2017-04-27	2017-04-26	ESC_GA3175AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3176AA	da9d6530-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946921;ILLUMINA;Paired;441;ERX2012708																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559659	ERS1458838	2017-04-27	2017-04-26	ESC_GA3176AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3177AA	da9500c0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946920;ILLUMINA;Paired;435;ERX2012707																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559658	ERS1458837	2017-04-27	2017-04-26	ESC_GA3177AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3181AA	da73e430-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946916;ILLUMINA;Paired;449;ERX2012703																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559654	ERS1458833	2017-04-27	2017-04-26	ESC_GA3181AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3182AA	da6b31a0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946915;ILLUMINA;Paired;470;ERX2012702																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559653	ERS1458832	2017-04-27	2017-04-26	ESC_GA3182AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3183AA	da62cd30-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946914;ILLUMINA;Paired;449;ERX2012701																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559652	ERS1458831	2017-04-27	2017-04-26	ESC_GA3183AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3184AA	da5ab6e0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946913;ILLUMINA;Paired;448;ERX2012700																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559651	ERS1458830	2017-04-27	2017-04-26	ESC_GA3184AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3187AA	da3ca790-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946910;ILLUMINA;Paired;442;ERX2012697																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559648	ERS1458827	2017-04-27	2017-04-26	ESC_GA3187AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3192AA	da048090-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946905;ILLUMINA;Paired;453;ERX2012692																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559643	ERS1458822	2017-04-27	2017-04-26	ESC_GA3192AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3193AA	d9f08360-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946904;ILLUMINA;Paired;436;ERX2012691																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559642	ERS1458821	2017-04-27	2017-04-26	ESC_GA3193AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3197AA	d9be28c0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946900;ILLUMINA;Paired;458;ERX2012687																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559638	ERS1458817	2017-04-27	2017-04-26	ESC_GA3197AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3210AA	d9504bc0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946887;ILLUMINA;Paired;449;ERX2012674																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559625	ERS1458804	2017-04-27	2017-04-26	ESC_GA3210AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3220AA	d8f13bd0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946877;ILLUMINA;Paired;425;ERX2012664																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559615	ERS1458794	2017-04-27	2017-04-26	ESC_GA3220AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3253AA	d1af52d0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946844;ILLUMINA;Paired;456;ERX2012631																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559582	ERS1458761	2017-04-27	2017-04-26	ESC_GA3253AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3266AA	d11a3ec0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946831;ILLUMINA;Paired;449;ERX2012618																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559569	ERS1458748	2017-04-27	2017-04-26	ESC_GA3266AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3267AA	d1122870-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946830;ILLUMINA;Paired;471;ERX2012617																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559568	ERS1458747	2017-04-27	2017-04-26	ESC_GA3267AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3272AA	d0e8f590-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946825;ILLUMINA;Paired;476;ERX2012612																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559563	ERS1458742	2017-04-27	2017-04-26	ESC_GA3272AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3274AA	d0d79070-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946823;ILLUMINA;Paired;475;ERX2012610																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559561	ERS1458740	2017-04-27	2017-04-26	ESC_GA3274AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3292AA	d0202750-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946805;ILLUMINA;Paired;461;ERX2012592																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559543	ERS1458722	2017-04-27	2017-04-26	ESC_GA3292AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3309AA	cf90b890-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946788;ILLUMINA;Paired;462;ERX2012575																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559526	ERS1458705	2017-04-27	2017-04-26	ESC_GA3309AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3314AA	cf67d3d0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946783;ILLUMINA;Paired;468;ERX2012570																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559521	ERS1458700	2017-04-27	2017-04-26	ESC_GA3314AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA3317AA	cf4f69d0-6f4a-11e6-a83e-3c4a9275d6c8	ERR1946780;ILLUMINA;Paired;468;ERX2012567																SC	Escherichia coli								PRJEB17615	ERP019480		SAMEA4559518	ERS1458697	2017-04-27	2017-04-26	ESC_GA3317AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4855AA	L0PYGTBR	ERR1971604;ILLUMINA;Paired;250;ERX2034730																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060898	ERS1724791	2017-05-18	2017-05-12	ESC_GA4855AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4856AA	FSVKVN1B	ERR1971528;ILLUMINA;Paired;250;ERX2034729																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060897	ERS1724790	2017-05-18	2017-05-12	ESC_GA4856AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4920AA	LYOJVLHM	ERR1971612;ILLUMINA;Paired;250;ERX2034665																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060833	ERS1724726	2017-05-18	2017-05-12	ESC_GA4920AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4960AA	37SWN7QO	ERR1971344;ILLUMINA;Paired;250;ERX2034625																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060793	ERS1724686	2017-05-18	2017-05-12	ESC_GA4960AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4961AA	I5GPFY30	ERR1971559;ILLUMINA;Paired;250;ERX2034624																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060792	ERS1724685	2017-05-18	2017-05-12	ESC_GA4961AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4966AA	EEUPDHP4	ERR1971515;ILLUMINA;Paired;250;ERX2034619																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060787	ERS1724680	2017-05-18	2017-05-12	ESC_GA4966AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4968AA	VGZQTDQ4	ERR1971770;ILLUMINA;Paired;250;ERX2034617																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060785	ERS1724678	2017-05-18	2017-05-12	ESC_GA4968AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA4993AA	PDTPBAI1	ERR1971665;ILLUMINA;Paired;250;ERX2034592																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060760	ERS1724653	2017-05-18	2017-05-12	ESC_GA4993AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA5049AA	0CGBQM3R	ERR1971298;ILLUMINA;Paired;250;ERX2034536																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060704	ERS1724597	2017-05-18	2017-05-12	ESC_GA5049AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA5119AA	8FEARHMU	ERR1971418;ILLUMINA;Paired;250;ERX2034466																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060634	ERS1724527	2017-05-18	2017-05-12	ESC_GA5119AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA5145AA	JKK364PT	ERR1971583;ILLUMINA;Paired;250;ERX2034440																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060608	ERS1724501	2017-05-18	2017-05-12	ESC_GA5145AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA5147AA	HBW7Y71A	ERR1971544;ILLUMINA;Paired;250;ERX2034438																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060606	ERS1724499	2017-05-18	2017-05-12	ESC_GA5147AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA5168AA	AYN9YVOK	ERR1971452;ILLUMINA;Paired;250;ERX2034417																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060585	ERS1724478	2017-05-18	2017-05-12	ESC_GA5168AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA5180AA	L7GK6M3I	ERR1971605;ILLUMINA;Paired;250;ERX2034405																STATENS SERUM INSTITUT	Escherichia coli								PRJEB20792	ERP022974		SAMEA104060573	ERS1724466	2017-05-18	2017-05-12	ESC_GA5180AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA5683AA	ME160112	ERR1981602;ILLUMINA;Paired;500;ERX2042008	Human	Human	Homo sapiens; Human	2016				Europe	Ireland							Saolta	Escherichia coli								PRJEB19435	ERP021471		SAMEA104077428	ERS1741321	2017-05-19	2017-05-18	ESC_GA5683AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA6274AA	Escherichia coli_5	SRR5642082;ILLUMINA;Paired;;SRX2880292	Human	Human	Homo sapiens; bacteremia	2013				North America	United States	Texas	Harris County	Houston				MD Anderson Cancer Center	Escherichia coli								PRJNA388450	SRP108482		SAMN07189537	SRS2248183	2017-06-02	2017-06-02	ESC_GA6274AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA6280AA	Escherichia coli_19	SRR5642118;ILLUMINA;Paired;;SRX2880256	Human	Human	Homo sapiens; bacteremia	2013				North America	United States	Texas	Harris County	Houston				MD Anderson Cancer Center	Escherichia coli								PRJNA388450	SRP108482		SAMN07189551	SRS2248148	2017-06-02	2017-06-02	ESC_GA6280AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA6284AA	Escherichia coli_11	SRR5642122;ILLUMINA;Paired;;SRX2880252	Human	Human	Homo sapiens; bacteremia	2013				North America	United States	Texas	Harris County	Houston				MD Anderson Cancer Center	Escherichia coli								PRJNA388450	SRP108482		SAMN07189543	SRS2248144	2017-06-02	2017-06-02	ESC_GA6284AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA6481AA	N8820	ERR1971128;ILLUMINA;Paired;500;ERX2034014																Justus-Liebig-Universitaet Giessen	Escherichia coli								PRJEB20779	ERP022960		SAMEA104060121	ERS1724014	2017-06-15	2017-06-13	ESC_GA6481AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA6916AA	20170616_S32	traces-0lmxPwE;ILLUMINA;Paired;;NA																Instituto Tecnológico Agrario de Castilla y León														2017-06-16	2019-03-06	ESC_GA6916AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA6921AA	20170616_S36	traces-0HqVWEQ;ILLUMINA;Paired;;NA																Instituto Tecnológico Agrario de Castilla y León														2017-06-16	2019-03-06	ESC_GA6921AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA6979AA	CTRSIUE-6	SRR5660163;ILLUMINA;Paired;;SRX2896492	Human	Human	Homo sapiens; urine	2016	4			Asia	Thailand							JCVI	Escherichia coli						was S flexneri		PRJNA389557	SRP108857		SAMN07203027	SRS2263954	2017-06-16	2017-06-15	ESC_GA6979AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7088AA	N14-00405	SRR5714040;ILLUMINA;Paired;;SRX2934481	Human	Human	Homo sapiens	2014				North America	Canada							National Microbiology Laboratory	Escherichia coli								PRJNA390933	SRP109749		SAMN07255221	SRS2296807	2017-06-20	2017-06-20	ESC_GA7088AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7089AA	N14-01320	SRR5714046;ILLUMINA;Paired;;SRX2934475	Human	Human	Homo sapiens	2014				North America	Canada							National Microbiology Laboratory	Escherichia coli								PRJNA390933	SRP109749		SAMN07255223	SRS2296801	2017-06-20	2017-06-20	ESC_GA7089AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7090AA	N14-01892	SRR5714048;ILLUMINA;Paired;;SRX2934473	Human	Human	Homo sapiens	2014				North America	Canada							National Microbiology Laboratory	Escherichia coli								PRJNA390933	SRP109749		SAMN07255224	SRS2296799	2017-06-20	2017-06-20	ESC_GA7090AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7095AA	N14-01305	SRR5714064;ILLUMINA;Paired;;SRX2934457	Human	Human	Homo sapiens	2014				North America	Canada							National Microbiology Laboratory	Escherichia coli								PRJNA390933	SRP109749		SAMN07255222	SRS2296783	2017-06-20	2017-06-20	ESC_GA7095AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7096AA	N14-02388	SRR5714073;ILLUMINA;Paired;;SRX2934448	Human	Human	Homo sapiens	2014				North America	Canada							National Microbiology Laboratory	Escherichia coli								PRJNA390933	SRP109749		SAMN07255225	SRS2296774	2017-06-20	2017-06-20	ESC_GA7096AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7406AA	MIAE02714	traces-0ICOCBu;7GeneMLST;ND;;NA				2014				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7406AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7407AA	MIAE02523	traces-0AzhAre;7GeneMLST;ND;;NA		Water/River	Environment	2014				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7407AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7408AA	MIAE02323	traces-0bFwlPz;7GeneMLST;ND;;NA				2015				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7408AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7409AA	MIAE02715	traces-0iZDzut;7GeneMLST;ND;;NA				2014				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7409AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7410AA	MIAE02524	traces-0PWqrQZ;7GeneMLST;ND;;NA		Water/River	Environment	2014				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7410AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7411AA	MIAE02258	traces-0fWTHsT;7GeneMLST;ND;;NA		Water/River	Environment	2014				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-1		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7411AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7412AA	MIAE02326	traces-0KiSMmQ;7GeneMLST;ND;;NA				2015				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7412AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7413AA	MIAE02515	traces-0qGCmLz;7GeneMLST;ND;;NA				2014				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7413AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7414AA	MIAE02716	traces-0qkxGTD;7GeneMLST;ND;;NA				2014				Europe	France			Dijon				UMR Agroecologie						ESBL CTX-M-15		None	NA	NA	None	NA	NA	2017-06-28		ESC_GA7414AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7467AA	ZTA15/00421EB1	ERR2019250;ILLUMINA;Paired;622;ERX2078502	Livestock		Sus scrofa domesticus; Fattening pig caecal sample	2015				Europe	Spain					40.463676	-3.749229	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB21546	ERP023807		SAMEA104142969	ERS1801987	2017-06-30	2017-06-29	ESC_GA7467AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7476AA	ESBL25892-TS15	ERR2019239;ILLUMINA;Paired;569;ERX2078491	Livestock		Sus scrofa domesticus; Fattening pig caecal sample	2015				Europe	Slovenia					46.151243	14.995465	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB21546	ERP023807		SAMEA104142958	ERS1801976	2017-06-30	2017-06-29	ESC_GA7476AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7483AA	PR-IISPV-23329	ERR2019230;ILLUMINA;Paired;300;ERX2078482	Livestock		Bos taurus; fresh meat	2015				Europe	Romania					45.94317	24.966769	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB21546	ERP023807		SAMEA104142949	ERS1801967	2017-06-30	2017-06-29	ESC_GA7483AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7485AA	13266-2IDSA	ERR2019228;ILLUMINA;Paired;404;ERX2078480	Livestock		Sus scrofa domesticus; Fattening pig caecal sample	2015				Europe	Romania					45.943168	24.966767	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB21546	ERP023807		SAMEA104142947	ERS1801965	2017-06-30	2017-06-29	ESC_GA7485AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7532AA	M2015-10042640/2	ERR2019177;ILLUMINA;Paired;549;ERX2078429	Companion Animal		Sus scrofa domesticus; fresh meat	2015				Europe	Hungary					47.162497	19.503307	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB21546	ERP023807		SAMEA104142896	ERS1801914	2017-06-30	2017-06-29	ESC_GA7532AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7545AA	15-AB01393_0	ERR2019163;ILLUMINA;Paired;300;ERX2078415	Livestock		Bos taurus; fresh meat	2015				Europe	Germany					51.165697	10.451532	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB21546	ERP023807		SAMEA104142882	ERS1801900	2017-06-30	2017-06-29	ESC_GA7545AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
ESC_GA7567AA	BA 5295/15	ERR2019135;ILLUMINA;Paired;602;ERX2078387	Livestock	Swine	Sus scrofa domesticus; Fattening pig	2015				Europe	Czech Republic					49.817496	15.472966	Centre for Genomic Epidemiology, National Food Institute, Technical University of Denmark (DTU), Denmark	Escherichia coli								PRJEB21546	ERP023807		SAMEA104142854	ERS1801872	2017-06-30	2017-06-29	ESC_GA7567AA	0	410	ST23 Cplx			6	4	12	1	20	18	7
